@relation estados

@attribute palabras+ {si,no}
@attribute Npalabras+ numeric
@attribute palabras- {si,no}
@attribute Npalabras- numeric
@attribute adjetivosPersonalidad+ {si,no}
@attribute NadjetivosPersonalidad+ numeric
@attribute adjetivosPersonalidad- {si,no}
@attribute NadjetivosPersonalidad- numeric
@attribute adjetivos+ {si,no}
@attribute Nadjetivos+ numeric
@attribute adjetivos- {si,no}
@attribute Nadjetivos- numeric
@attribute sentimientos+ {si,no}
@attribute Nsentimientos+ numeric
@attribute sentimientos- {si,no}
@attribute Nsentimientos- numeric
@attribute palabrasClave- numeric
@attribute estado {malo,neutro,bueno}

@data
si,3,no,0,no,0,no,0,no,0,no,0,si,2,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,4,no,0,no,0,no,0,si,1,no,0,si,1,no,0,0,neutro
si,6,si,1,si,3,no,0,si,1,no,0,si,3,si,1,1,neutro
si,7,si,4,no,0,si,1,si,1,si,1,si,1,si,1,7,neutro
si,4,si,2,si,1,no,0,si,1,no,0,si,2,no,0,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,3,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,si,1,no,0,no,0,no,0,si,1,no,0,1,neutro
si,5,si,3,si,1,no,0,si,2,no,0,si,4,no,0,5,neutro
si,8,si,5,no,0,no,0,si,4,si,1,si,4,si,1,14,neutro
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,si,3,no,0,no,0,no,0,no,0,si,2,no,0,0,neutro
no,0,si,1,no,0,no,0,no,0,si,1,si,1,si,1,0,neutro
si,2,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,neutro
si,1,no,0,si,1,no,0,no,0,no,0,si,1,no,0,1,neutro
no,0,si,1,si,1,no,0,no,0,si,1,si,1,si,1,2,neutro
si,7,si,3,no,0,no,0,no,0,no,0,si,2,no,0,3,neutro
si,2,no,0,si,1,no,0,si,1,no,0,si,2,no,0,4,neutro
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,7,no,0,no,0,no,0,si,1,no,0,no,0,no,0,3,neutro
si,2,si,2,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,neutro
si,2,si,1,si,1,no,0,si,1,no,0,si,2,no,0,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,2,si,1,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,5,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,si,1,no,0,no,0,no,0,si,1,no,0,si,1,1,neutro
si,1,si,2,no,0,no,0,si,1,no,0,si,1,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,1,no,0,no,0,no,0,si,2,no,0,si,1,no,0,1,neutro
si,2,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,neutro
no,0,no,0,si,1,no,0,no,0,no,0,si,1,no,0,1,neutro
no,0,no,0,no,0,no,0,si,2,no,0,no,0,no,0,1,neutro
no,0,no,0,no,0,no,0,si,3,no,0,no,0,no,0,1,neutro
si,1,no,0,si,1,no,0,no,0,no,0,si,1,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,1,no,0,si,1,no,0,no,0,no,0,si,1,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,1,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,neutro
si,5,si,1,no,0,no,0,si,2,no,0,no,0,no,0,2,neutro
si,3,si,4,no,0,no,0,si,1,si,1,si,1,si,1,6,neutro
no,0,no,0,si,1,no,0,no,0,no,0,si,1,no,0,0,neutro
no,0,si,1,no,0,no,0,si,1,no,0,si,2,no,0,1,neutro
si,9,si,2,no,0,no,0,si,2,no,0,no,0,no,0,6,neutro
si,2,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,neutro
si,1,no,0,si,1,no,0,no,0,no,0,si,1,no,0,1,neutro
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,3,si,3,si,1,si,1,no,0,si,1,si,1,si,1,3,neutro
si,4,si,6,no,0,si,1,no,0,no,0,si,2,no,0,7,neutro
si,2,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,si,3,no,0,si,1,no,0,si,1,no,0,si,2,0,neutro
si,1,no,0,no,0,no,0,si,2,no,0,no,0,no,0,0,neutro
si,2,si,4,no,0,no,0,si,1,no,0,si,1,no,0,3,neutro
si,7,si,3,no,0,no,0,si,1,no,0,no,0,no,0,0,neutro
si,11,si,3,si,3,no,0,si,3,si,2,si,5,si,2,8,neutro
si,2,si,3,no,0,si,2,no,0,no,0,no,0,si,2,2,neutro
si,1,si,2,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,1,si,1,no,0,no,0,no,0,no,0,si,1,no,0,2,neutro
si,1,si,3,no,0,no,0,no,0,no,0,si,1,si,1,0,neutro
no,0,si,2,no,0,no,0,no,0,no,0,si,2,no,0,0,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,no,0,si,1,no,0,no,0,no,0,si,1,no,0,1,neutro
si,2,si,2,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,2,si,1,no,0,no,0,si,2,no,0,si,2,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,si,1,no,0,no,0,si,1,no,0,no,0,no,0,3,neutro
si,5,si,5,si,1,si,2,si,2,no,0,si,3,si,2,1,neutro
si,2,si,1,no,0,si,1,si,1,no,0,no,0,no,0,0,neutro
si,4,si,2,si,2,no,0,si,1,si,1,si,3,no,0,0,neutro
no,0,si,3,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,no,0,no,0,no,0,si,1,no,0,no,0,no,0,2,neutro
no,0,si,2,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,2,si,7,no,0,no,0,si,1,si,1,no,0,si,3,9,neutro
si,1,no,0,no,0,no,0,si,2,no,0,si,1,no,0,1,neutro
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,si,2,no,0,no,0,no,0,6,neutro
si,3,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,3,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,si,1,si,1,no,0,no,0,no,0,si,1,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,si,1,no,0,0,neutro
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,25,si,11,si,4,no,0,si,6,si,2,si,7,no,0,20,neutro
si,5,si,3,no,0,no,0,si,2,si,1,si,1,si,2,1,neutro
si,4,si,8,si,1,no,0,no,0,si,2,no,0,no,0,7,neutro
si,4,si,12,si,1,no,0,si,2,si,3,si,1,si,3,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,si,2,no,0,no,0,no,0,si,1,no,0,si,1,1,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,4,si,1,si,1,no,0,no,0,no,0,si,1,no,0,2,neutro
no,0,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,5,si,1,si,1,no,0,si,1,no,0,si,1,no,0,5,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,si,1,no,0,no,0,no,0,si,1,no,0,si,1,0,neutro
si,1,si,2,no,0,no,0,no,0,si,1,no,0,no,0,0,neutro
si,3,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,6,si,5,si,3,si,1,si,1,si,1,si,2,si,3,6,neutro
si,1,no,0,si,1,no,0,si,1,no,0,si,1,no,0,0,neutro
si,10,si,9,si,2,no,0,si,2,si,2,si,7,si,2,1,neutro
si,5,si,5,si,2,no,0,si,1,no,0,si,3,si,1,1,neutro
si,19,si,16,no,0,si,1,si,8,si,1,si,7,si,2,7,neutro
si,6,si,3,no,0,no,0,no,0,no,0,si,2,no,0,4,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,9,si,1,si,2,no,0,si,1,no,0,si,5,no,0,6,neutro
si,11,si,4,no,0,no,0,si,2,no,0,si,2,si,1,3,neutro
si,9,si,5,si,1,no,0,si,1,no,0,si,1,si,1,5,neutro
si,1,si,2,no,0,no,0,si,1,no,0,no,0,no,0,2,neutro
si,15,si,5,si,4,no,0,si,1,si,1,si,4,si,2,5,neutro
si,1,si,8,no,0,no,0,no,0,no,0,no,0,si,1,3,neutro
si,2,si,4,si,1,no,0,no,0,no,0,si,2,no,0,2,neutro
si,7,si,2,no,0,no,0,si,1,no,0,si,1,si,1,0,neutro
si,3,si,1,no,0,no,0,no,0,no,0,si,1,no,0,1,neutro
si,20,si,10,si,1,no,0,si,2,si,1,si,6,no,0,10,neutro
si,13,si,5,si,3,no,0,no,0,no,0,si,4,no,0,9,neutro
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,3,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,si,1,no,0,no,0,no,0,no,0,si,1,no,0,1,neutro
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,3,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,6,si,2,si,1,no,0,si,2,si,1,si,2,si,1,4,neutro
si,16,si,6,si,1,si,2,no,0,si,1,si,3,si,1,4,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,7,si,2,si,1,no,0,si,2,no,0,si,1,no,0,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,7,no,0,no,0,no,0,si,1,no,0,si,1,no,0,2,neutro
si,2,si,3,no,0,no,0,si,1,si,2,si,1,si,1,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,3,no,0,no,0,no,0,no,0,no,0,si,2,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,9,no,0,si,1,no,0,si,4,si,1,si,2,no,0,2,neutro
si,2,si,2,no,0,no,0,no,0,no,0,si,1,no,0,1,neutro
si,3,si,1,no,0,no,0,no,0,no,0,no,0,no,0,3,neutro
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,11,si,4,si,1,no,0,si,3,si,1,si,5,si,1,2,neutro
si,5,si,3,si,1,no,0,si,1,no,0,no,0,no,0,2,neutro
no,0,si,2,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,12,si,4,no,0,no,0,si,1,si,1,no,0,no,0,8,neutro
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,4,si,2,si,1,no,0,no,0,si,1,si,2,si,1,2,neutro
si,3,si,2,no,0,no,0,si,1,si,1,no,0,si,1,2,neutro
no,0,no,0,si,1,no,0,no,0,no,0,si,1,no,0,0,neutro
no,0,no,0,si,1,no,0,no,0,no,0,si,1,no,0,0,neutro
si,7,no,0,si,2,no,0,si,1,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,2,si,2,no,0,si,1,si,1,si,1,si,1,si,1,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,3,si,6,si,1,no,0,si,1,si,2,no,0,si,1,3,neutro
si,10,si,6,si,3,no,0,si,2,si,1,si,3,si,1,5,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,si,1,no,0,no,0,no,0,si,1,no,0,no,0,0,neutro
si,2,si,1,si,1,no,0,si,1,si,1,si,1,si,1,2,neutro
si,1,si,1,no,0,no,0,si,2,no,0,si,1,no,0,3,neutro
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,3,neutro
si,1,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,neutro
si,20,si,2,si,3,si,1,no,0,no,0,si,5,si,1,7,neutro
si,21,si,14,no,0,no,0,si,5,si,1,si,3,si,2,5,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,3,si,2,no,0,no,0,no,0,no,0,si,1,no,0,2,neutro
si,10,si,3,no,0,no,0,si,3,no,0,si,3,si,2,1,neutro
si,4,si,6,no,0,si,1,si,2,si,3,si,2,si,1,10,neutro
si,3,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,si,3,no,0,no,0,si,1,no,0,no,0,no,0,4,neutro
si,8,no,0,no,0,no,0,si,1,si,1,no,0,si,1,1,neutro
si,4,no,0,si,1,no,0,no,0,no,0,si,1,no,0,0,neutro
si,3,si,1,no,0,no,0,si,3,no,0,si,2,no,0,1,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,3,si,2,no,0,no,0,si,3,no,0,si,1,no,0,1,neutro
si,4,si,1,si,1,no,0,no,0,no,0,no,0,no,0,2,neutro
si,2,si,2,no,0,si,1,no,0,no,0,no,0,no,0,1,neutro
si,4,no,0,si,1,no,0,no,0,no,0,si,1,no,0,1,neutro
si,1,si,4,no,0,si,1,no,0,si,1,si,1,si,1,2,neutro
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,2,si,2,no,0,no,0,no,0,no,0,si,1,no,0,0,neutro
si,1,si,2,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,si,1,no,0,2,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,3,si,1,no,0,no,0,si,1,no,0,si,2,no,0,6,neutro
si,2,no,0,no,0,no,0,no,0,no,0,si,1,no,0,2,neutro
si,2,si,2,no,0,no,0,si,2,no,0,si,1,no,0,1,neutro
si,3,si,1,si,1,no,0,si,1,no,0,si,1,no,0,3,neutro
si,9,si,2,no,0,no,0,si,2,no,0,no,0,si,2,6,neutro
si,6,si,3,si,1,no,0,si,2,no,0,si,3,si,2,2,neutro
si,3,no,0,no,0,no,0,si,1,no,0,si,1,no,0,3,neutro
si,2,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,neutro
si,2,si,1,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,7,si,11,si,2,no,0,si,1,si,1,si,3,no,0,8,neutro
si,4,no,0,no,0,no,0,no,0,no,0,si,1,no,0,0,neutro
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,7,si,7,si,2,no,0,si,1,si,1,si,2,si,1,4,neutro
si,1,si,1,si,1,no,0,no,0,no,0,si,1,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,4,no,0,no,0,no,0,si,2,no,0,si,1,no,0,2,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,si,1,1,neutro
no,0,si,2,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,si,1,no,0,no,0,no,0,no,0,si,1,no,0,5,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,3,si,2,si,1,no,0,si,2,no,0,no,0,no,0,0,neutro
si,6,no,0,si,1,no,0,si,2,no,0,si,4,no,0,0,neutro
si,3,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,si,1,no,0,no,0,si,1,si,1,no,0,si,1,2,neutro
si,1,si,1,no,0,no,0,no,0,no,0,no,0,si,1,2,neutro
si,2,si,1,no,0,no,0,no,0,si,1,no,0,si,1,2,neutro
si,1,si,2,no,0,no,0,no,0,no,0,si,1,no,0,3,neutro
si,1,si,1,no,0,no,0,si,1,no,0,no,0,no,0,3,neutro
no,0,si,2,si,1,si,1,no,0,no,0,si,1,si,1,0,neutro
si,1,si,2,si,1,no,0,si,2,no,0,si,1,no,0,4,neutro
si,2,si,2,no,0,no,0,si,1,no,0,no,0,no,0,2,neutro
si,1,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,si,1,no,0,no,0,no,0,no,0,1,neutro
si,3,no,0,no,0,no,0,no,0,no,0,si,1,no,0,0,neutro
si,2,si,3,no,0,no,0,no,0,si,2,no,0,si,1,2,neutro
si,3,no,0,no,0,no,0,si,1,no,0,si,1,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,si,2,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,si,2,no,0,no,0,no,0,no,0,no,0,no,0,3,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,2,si,1,no,0,no,0,no,0,no,0,si,1,no,0,4,neutro
si,1,no,0,no,0,no,0,no,0,no,0,si,1,no,0,1,neutro
si,5,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,si,1,no,0,no,0,no,0,si,1,no,0,si,1,0,neutro
si,6,si,2,si,1,no,0,si,2,no,0,si,1,no,0,8,neutro
no,0,si,1,no,0,no,0,no,0,si,1,si,1,si,1,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,4,neutro
si,1,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,neutro
si,1,si,1,no,0,no,0,si,1,si,1,si,1,si,1,3,neutro
si,1,si,1,no,0,no,0,si,1,no,0,si,2,no,0,1,neutro
si,1,si,2,no,0,si,1,si,1,si,1,si,2,si,1,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,3,neutro
si,1,si,1,no,0,no,0,si,1,no,0,no,0,no,0,2,neutro
no,0,si,3,si,1,no,0,no,0,si,1,si,1,si,1,3,neutro
si,1,si,1,no,0,si,1,si,1,no,0,no,0,no,0,0,neutro
si,1,si,4,no,0,si,2,no,0,no,0,no,0,no,0,4,neutro
si,3,si,2,no,0,no,0,no,0,no,0,si,2,si,1,2,neutro
si,1,si,2,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,8,no,0,si,2,no,0,no,0,no,0,si,3,si,1,3,neutro
si,5,no,0,no,0,no,0,si,1,no,0,si,1,no,0,3,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,19,si,7,si,2,si,1,si,4,si,1,si,3,si,1,5,neutro
si,9,si,2,si,1,no,0,si,1,no,0,si,4,no,0,2,neutro
si,1,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,neutro
si,2,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,7,si,1,si,5,no,0,si,2,no,0,si,4,no,0,6,neutro
si,17,si,1,si,6,no,0,si,2,no,0,si,10,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,si,2,no,0,1,neutro
si,1,si,1,si,1,no,0,no,0,no,0,si,2,no,0,1,neutro
si,2,no,0,si,1,no,0,no,0,no,0,si,2,no,0,2,neutro
si,1,si,5,no,0,no,0,no,0,si,1,no,0,si,2,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,si,1,no,0,0,neutro
si,2,si,4,no,0,si,1,si,1,no,0,si,1,no,0,1,neutro
si,7,si,1,si,1,no,0,si,2,no,0,no,0,no,0,7,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,3,neutro
si,2,si,4,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,3,si,1,si,1,no,0,si,1,no,0,si,1,no,0,3,neutro
si,1,si,2,no,0,no,0,no,0,no,0,no,0,si,1,1,neutro
si,5,no,0,no,0,no,0,si,1,no,0,si,1,no,0,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,3,si,1,si,1,no,0,si,1,no,0,si,1,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,3,si,3,no,0,no,0,no,0,no,0,si,3,si,1,0,neutro
si,2,si,3,no,0,no,0,no,0,no,0,si,3,si,2,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,13,si,1,si,3,no,0,si,2,no,0,si,2,no,0,6,neutro
si,4,si,1,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,7,si,13,si,1,no,0,si,1,no,0,si,1,no,0,3,neutro
si,8,si,4,si,1,si,1,si,2,no,0,si,3,si,1,2,neutro
si,3,si,2,no,0,no,0,si,1,si,1,si,1,no,0,5,neutro
si,4,si,1,si,1,no,0,no,0,no,0,si,1,no,0,0,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,3,si,1,no,0,no,0,si,1,no,0,si,1,si,1,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,5,si,2,si,1,no,0,si,3,no,0,si,1,no,0,3,neutro
si,20,si,7,si,1,si,1,si,4,si,2,si,5,si,2,17,neutro
si,37,si,21,si,6,no,0,si,9,si,2,si,12,si,3,27,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,3,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,4,si,2,no,0,no,0,no,0,no,0,si,1,no,0,2,neutro
si,8,si,4,si,1,no,0,no,0,no,0,si,1,no,0,3,neutro
si,4,si,1,si,2,no,0,si,1,no,0,si,3,no,0,2,neutro
si,3,si,3,no,0,no,0,si,1,si,2,no,0,si,1,5,neutro
si,5,si,2,si,1,no,0,si,2,si,1,si,2,si,1,1,neutro
si,26,si,3,si,4,no,0,si,5,no,0,si,6,si,1,9,neutro
no,0,si,1,no,0,si,1,no,0,no,0,no,0,no,0,1,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,si,4,no,0,si,1,no,0,si,1,no,0,si,1,2,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,32,si,9,si,3,no,0,si,5,si,4,si,8,si,2,19,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,neutro
si,1,no,0,no,0,si,1,si,1,no,0,si,1,no,0,1,neutro
si,1,si,1,si,1,no,0,no,0,no,0,si,1,no,0,2,neutro
si,11,si,5,si,1,si,1,si,1,no,0,si,2,no,0,5,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,7,si,2,no,0,no,0,si,6,si,1,si,2,si,1,2,neutro
si,11,si,4,si,4,no,0,si,5,no,0,si,3,si,1,10,neutro
si,2,si,1,si,1,no,0,no,0,no,0,si,1,no,0,1,neutro
si,1,si,3,no,0,no,0,no,0,si,1,no,0,si,1,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,2,si,2,no,0,no,0,no,0,no,0,si,1,no,0,0,neutro
si,2,si,2,no,0,no,0,no,0,si,1,si,1,no,0,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,50,si,45,si,3,no,0,si,10,si,7,si,15,si,11,28,neutro
si,1,no,0,si,1,no,0,no,0,no,0,si,1,no,0,0,neutro
si,2,si,1,no,0,no,0,no,0,si,1,si,1,si,1,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,8,si,2,si,1,no,0,si,1,no,0,si,1,no,0,8,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,3,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,3,si,1,no,0,no,0,si,2,no,0,si,2,no,0,4,neutro
no,0,si,2,no,0,no,0,no,0,si,1,si,1,si,1,1,neutro
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
